BillingId,ProductId,SubProductId,PrimaryTerritory,SecondaryTerritory
1622390,1,0,105973,
1616980,1,0,105973,
1617800,1,0,105973,
1618650,1,0,108032,
1617340,1,0,104232,
1618660,1,0,104232,
1618560,1,0,104232,
1617240,1,0,104232,
1616870,1,0,104232,
1617760,1,0,104232,
1617250,1,0,104232,
1617130,1,0,104232,
1622430,1,0,104232,
1616700,1,0,104232,
1618410,1,0,104232,
1617770,1,0,104232,
1622590,1,0,104232,
1617190,1,0,104232,
1616640,1,0,104232,
1618950,1,0,104232,
1616820,1,0,104232,
1616990,1,0,104232,
1618420,1,0,104232,
1617610,1,0,104232,
1617000,1,0,104232,
1618110,1,0,104232,
1618550,1,0,104232,
1617350,1,0,104232,
1618620,1,0,104232,
1618940,1,0,104232,
1617920,1,0,104232,
1618340,1,0,104232,
1618850,1,0,104232,
1618380,1,0,104232,
1618730,1,0,104232,
1618740,1,0,104232,
1618000,1,0,104232,
1618330,1,0,104232,
1617890,1,0,104232,
1618370,1,0,104232,
1617950,1,0,104232,
1617960,1,0,104232,
1622760,1,0,104232,
1616770,1,0,104232,
1618450,1,0,104232,
1618320,1,0,104232,
1618460,1,0,104232,
1622550,1,0,104232,
1617410,1,0,104232,
1616740,1,0,104232,
1618680,1,0,104232,
1618770,1,0,104232,
1619000,1,0,104232,
1622750,1,0,104232,
1618820,1,0,104232,
1617790,1,0,104232,
1618280,1,0,104232,
1617690,1,0,104232,
1617160,1,0,104232,
1617430,1,0,101070,
1617730,1,0,101070,
1617500,1,0,101070,
1618260,1,0,101070,
1622720,1,0,101070,
1617550,1,0,101070,
1618090,1,0,101070,
1618030,1,0,101070,
1618020,1,0,101070,
1618080,1,0,101070,
1622520,1,0,101070,
1618070,1,0,101070,
1618700,1,0,101070,
1618640,1,0,101070,
1618010,1,0,101070,
1618060,1,0,101070,
1618040,1,0,101070,
1618050,1,0,101070,
1616940,1,0,101070,
1617510,1,0,101070,
1618570,1,0,101070,
1617310,1,0,101070,
1617400,1,0,101070,
1616660,1,0,101070,
1617050,1,0,101070,
1617380,1,0,101070,
1618990,1,0,101070,
1616900,1,0,101070,
1616650,1,0,101070,
1617540,1,0,101070,
1617740,1,0,101070,
1617120,1,0,101070,
1617470,1,0,101070,
1618580,1,0,101070,
1618600,1,0,101070,
1618220,1,0,101070,
1618200,1,0,101070,
1618930,1,0,101070,
1617900,1,0,101070,
1617710,1,0,101070,
1617090,1,0,101070,
1617570,1,0,101070,
1622650,1,0,100834,
1622770,1,0,100834,
1616670,1,0,100834,
1618590,1,0,100834,
1618310,1,0,100834,
1618470,1,0,100834,
1617070,1,0,101898,
1617460,1,0,101898,
1618540,1,0,101898,
1618900,1,0,101898,
1618480,1,0,101898,
1618400,1,0,101898,
1617560,1,0,101898,
1622630,1,0,101898,
1617270,1,0,101898,
1618800,1,0,101898,
1617700,1,0,101898,
1617930,1,0,101898,
1617150,1,0,101898,
1616950,1,0,101898,
1616850,1,0,101898,
1622570,1,0,101898,
1622600,1,0,101898,
1617290,1,0,101898,
1616860,1,0,101898,
1617780,1,0,101898,
1616760,1,0,101898,
1618210,1,0,101898,
1622380,1,0,101898,
1617810,1,0,101898,
1622700,1,0,101898,
1622610,1,0,101898,
1617010,1,0,101898,
1618350,1,0,101898,
1616680,1,0,101898,
1617840,1,0,101898,
1617980,1,0,101898,
1617680,1,0,101898,
1622710,1,0,101898,
1622670,1,0,101898,
1617440,1,0,101898,
1617390,1,0,101898,
1617580,1,0,101898,
1618910,1,0,101898,
1622740,1,0,101898,
1622780,1,0,101898,
1618440,1,0,101898,
1616710,1,0,101898,
1622410,1,0,101898,
1617330,1,0,101898,
1617360,1,0,101898,
1617140,1,0,101898,
1622420,1,0,101898,
1617040,1,0,101898,
1616880,1,0,101898,
1616730,1,0,101898,
1622560,1,0,101898,
1622460,1,0,101898,
1616830,1,0,108194,
1618980,1,0,108194,
1617200,1,0,108194,
1616840,1,0,108194,
1617260,1,0,108194,
1616890,1,0,108194,
1617220,1,0,108194,
1618810,1,0,108194,
1622620,1,0,108194,
1618630,1,0,108194,
1617720,1,0,108194,
1616780,1,0,108194,
1622450,1,0,108194,
1617230,1,0,108194,
1617170,1,0,108194,
1622540,1,0,108194,
1617820,1,0,108194,
1616610,1,0,108194,
1617940,1,0,108194,
1617590,1,0,108194,
1616690,1,0,108194,
1616910,1,0,108194,
1617600,1,0,108194,
1617480,1,0,108194,
1617660,1,0,108194,
1617520,1,0,108194,
1618870,1,0,108194,
1618790,1,0,108194,
1622440,1,0,108194,
1617630,1,0,108194,
1617180,1,0,108194,
1622690,1,0,108194,
1617530,1,0,108194,
1618140,1,0,108194,
1618670,1,0,108194,
1618100,1,0,108194,
1617020,1,0,108194,
1617370,1,0,108194,
1616630,1,0,108194,
1618170,1,0,108194,
1618160,1,0,108194,
1618150,1,0,108194,
1617450,1,0,102115,
1617210,1,0,102115,
1618960,1,0,102115,
1618830,1,0,102115,
1618840,1,0,102115,
1616800,1,0,102115,
1622510,1,0,102115,
1617850,1,0,102115,
1617620,1,0,102115,
1618890,1,0,102115,
1618430,1,0,102115,
1618920,1,0,102115,
1617970,1,0,102115,
1622530,1,0,102115,
1617100,1,0,102115,
1617870,1,0,102115,
1622680,1,0,102115,
1622580,1,0,102115,
1622730,1,0,102115,
1622400,1,0,102115,
1616810,1,0,102115,
1617860,1,0,102115,
1616620,1,0,102115,
1616970,1,0,102115,
1617080,1,0,102115,
1618500,1,0,102115,
1618360,1,0,102115,
1617490,1,0,102115,
1618250,1,0,102115,
1618190,1,0,102115,
1618270,1,0,102115,
1618240,1,0,102115,
1618520,1,0,102115,
1618610,1,0,102115,
1618390,1,0,102115,
1618490,1,0,102115,
1617990,1,0,102115,
1618290,1,0,102115,
1618530,1,0,102115,
1617320,1,0,102115,
1618510,1,0,102115,
1617650,1,0,102115,
1617030,1,0,102115,
1616920,1,0,102115,
1617640,1,0,102115,
1618860,1,0,102115,
1618780,1,0,102115,
1618300,1,0,102115,
1618230,1,0,102115,
1617280,1,0,102115,
1617910,1,0,102115,
